"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
44C0001165,HAMILTON EYE INSTITUTE SURGERY CENTER LP,"930 MADISON AVE., SUITE 370",MEMPHIS,TN,38103,,(901) 516-1420,96,3,1,98,89,9,2,93,88,9,3,94,85,14,1,94,,1060,316,30,07/01/2023,06/30/2024
44C0001166,LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,100 PHYSICIANS WAY SUITE 340,LEBANON,TN,37090,,(615) 466-9532,99,1,0,99,95,4,1,97,93,6,1,97,91,8,1,97,,1079,301,28,07/01/2023,06/30/2024
44C0001169,PROVIDENCE SURGERY CENTER,5002 CROSSINGS CIR SUITE 110,MOUNT JULIET,TN,37122,,(615) 553-9100,97,3,0,98,96,3,1,97,90,9,1,95,87,13,0,96,,831,176,21,07/01/2023,06/30/2024
44C0001173,KNOXVILLE ORTHOPAEDIC SURGERY CENTER LLC,"256 FORT SANDERS WEST BLVD, BLDG 8",KNOXVILLE,TN,37922,,(865) 244-4585,,,,,,,,,,,,,,,,,4,,,,,
44C0001177,MID STATE ENDOSCOPY CENTER,1115 DOW ST SUITE A,MURFREESBORO,TN,37130,,(615) 848-9234,99,1,0,99,92,6,2,95,89,10,1,96,89,10,1,96,,1278,271,21,07/01/2023,06/30/2024
44C0001181,PCET SURGERY CENTER,1128 EAST WEISGARBER RD SUITE 110,KNOXVILLE,TN,37909,,(865) 934-2577,,,,,,,,,,,,,,,,,4,,,,,
44C0001204,SAINT THOMAS SURGERY CENTER NEW SALEM LLC DBA NEW SALEM SURGERY CENTER,2755 NEW SALEM HIGHWAY SUITE 100,MURFREESBORO,TN,37128,,(615) 900-1366,98,2,0,99,93,6,1,96,93,5,2,96,89,9,2,95,,1519,354,23,07/01/2023,06/30/2024
45C0001018,CONROE SURGERY CENTER 2 LLC,"1501 RIVER POINTE DR, #200",CONROE,TX,77304,,(469) 893-6573,98,2,0,99,94,5,1,96,91,7,2,95,88,9,3,94,,994,338,34,07/01/2023,06/30/2024
45C0001035,MEMORIAL HERMANN SURGERY CENTER MAIN STREET,7515 MAIN STREET SUITE 800,HOUSTON,TX,77030,,(713) 799-9990,97,3,0,98,92,6,2,95,84,11,5,92,82,14,4,92,,1334,165,12,07/01/2023,06/30/2024
45C0001039,BAYLOR SURGICARE,3920 WORTH ST.,DALLAS,TX,75246,,(214) 820-2581,97,3,0,99,90,8,2,94,88,11,1,95,86,13,1,95,,1314,245,19,07/01/2023,06/30/2024
45C0001077,DOCTORS UNITED SURGERY CENTER,5146 PRESTON,PASADENA,TX,77505,,(346) 203-5536,97,2,1,98,93,6,1,96,87,11,2,95,86,11,3,94,,1711,414,24,07/01/2023,06/30/2024
45C0001091,GARLAND SURGICARE PARTNERS LTD DBA BAYLOR SURGICARE AT GARLAND,530 CLARA BARTON BLVD SUITE 100,GARLAND,TX,75042,,(972) 494-2400,97,3,0,99,92,7,1,95,87,12,1,95,89,10,1,96,,714,175,25,07/01/2023,06/30/2024
45C0001133,BAYLOR SURGICARE AT NORTH DALLAS LLC DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH DALLAS,12230 COIT RD SUITE 200,DALLAS,TX,75251,,(469) 374-6400,97,3,0,98,92,6,2,95,88,10,2,95,84,14,2,94,,1077,183,17,07/01/2023,06/30/2024
45C0001139,GCSA AMBULATORY SURGERY CENTER LLC,8214 WURZBACH RD.,SAN ANTONIO,TX,78229,,(210) 614-1234,96,4,0,98,91,8,1,95,91,7,2,96,87,10,3,95,,1642,291,18,07/01/2023,06/30/2024
45C0001149,MEMORIAL HERMANN SURGERY CENTER WOODLANDS PARKWAY,1441 WOODSTEAD CT SUITE 100,THE WOODLANDS,TX,77380,,(281) 825-4725,97,3,0,98,95,4,1,97,90,9,1,95,88,10,2,95,,1181,248,21,07/01/2023,06/30/2024
45C0001161,SOUTH PLAINS ENDOSCOPY CENTER,3610 24TH ST,LUBBOCK,TX,79410,,(806) 797-1015,97,3,0,98,93,6,1,96,91,8,1,96,92,7,1,97,,1348,360,27,07/01/2023,06/30/2024
45C0001194,MEMORIAL HERMANN BAY AREA ENDOSCOPY CENTER LLC DBA BAY AREA ENDOSCOPY,444 FM 1959 RD SUITE B,HOUSTON,TX,77034,,(281) 892-2420,96,3,1,98,88,9,3,92,86,13,1,94,84,14,2,94,,845,150,18,07/01/2023,06/30/2024
45C0001196,BAYLOR SURGICARE AT OAKMONT,7200 OAKMONT BLVD.,FORT WORTH,TX,76132,,(817) 732-3300,97,2,1,98,93,6,1,96,90,9,1,96,88,10,2,95,,1447,297,21,07/01/2023,06/30/2024
45C0001205,DESOTO SURGICARE PARTNERS LTD,7992 WEST VIRGINIA DR.,DALLAS,TX,75237,,(972) 283-2400,97,3,0,98,91,8,1,95,88,9,3,94,85,13,2,94,,726,231,32,07/01/2023,06/30/2024
45C0001221,VICTORIA SURGERY CENTER,105 JAMES COLEMAN DR.,VICTORIA,TX,77904,,(361) 578-0234,95,4,1,97,89,9,2,93,83,12,5,92,84,12,4,93,,1441,350,25,07/01/2023,06/30/2024
45C0001240,GOLDEN TRIANGLE SURGERY CENTER LLC DBA BAPTIST BEAUMONT SURGICAL AFFILIATES,3560 COLLEGE STREET,BEAUMONT,TX,77701,,(409) 835-7070,98,2,0,99,94,5,1,97,91,8,1,96,91,8,1,97,2,1029,322,31,07/01/2023,06/30/2024
45C0001243,NORTHWEST SURGERY CENTER RED OAK,17322 RED OAK DR,HOUSTON,TX,77090,,(281) 895-9100,97,3,0,98,93,6,1,96,82,15,3,93,80,19,1,93,,1269,316,25,07/01/2023,06/30/2024
45C0001245,CORPUS CHRISTI SURGICARE LTD DBA CORPUS CHRISTI OUTPATIENT SURGERY CENTER,3636 SOUTH ALAMEDA ST SUITE A,CORPUS CHRISTI,TX,78411,,(361) 853-2200,97,2,1,98,94,5,1,96,94,5,1,97,92,7,1,97,,1253,326,26,07/01/2023,06/30/2024
45C0001247,PASO DEL NORTE SURGERY CENTER,125 W. CASTELLANO,EL PASO,TX,79912,,(915) 532-8200,96,4,0,98,92,6,2,95,94,4,2,96,87,9,4,94,,894,179,20,07/01/2023,06/30/2024
45C0001250,SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN-SURGICARE OF CORPUS CHRISTI,718 ELIZABETH ST,CORPUS CHRISTI,TX,78404,,(361) 882-3204,96,3,1,98,91,6,3,94,90,6,4,95,85,13,2,94,,883,246,28,07/01/2023,06/30/2024
45C0001257,BAYLOR SCOTT AND WHITE SURGICARE DENTON,350 SOUTH IH 35 EAST,DENTON,TX,76205,,(940) 323-1393,99,1,0,99,94,5,1,96,94,5,1,97,91,8,1,97,,1097,357,33,07/01/2023,06/30/2024
45C0001264,TEXAN SURGERY CENTER,7000 NORTH MOPAC EXPRESSWAY SUITE 120,AUSTIN,TX,78731,,(512) 342-0900,97,3,0,98,90,8,2,94,87,11,2,95,85,14,1,95,,984,294,30,07/01/2023,06/30/2024
45C0001267,NMC SURGERY CENTER LP DBA THE SURGERY CENTER OF NACOGDOCHES,4948 N E STALLINGS DR,NACOGDOCHES,TX,75965,,(936) 568-3595,99,1,0,99,92,6,2,95,95,5,0,98,93,7,0,98,,1043,275,26,07/01/2023,06/30/2024
45C0001274,VICTORIA AMBULATORY SURGERY CENTER DBA THE SURGERY CENTER,6370 NORTH NAVARRO ST,VICTORIA,TX,77904,,(361) 570-8311,98,2,0,99,94,5,1,96,97,2,1,98,94,5,1,97,,891,229,26,07/01/2023,06/30/2024
45C0001276,FISH POND SURGERY CENTER,601 WEST HWY 6 SUITE 109,WACO,TX,76710,,(254) 751-9836,97,2,1,98,94,5,1,97,91,7,2,95,87,12,1,95,,856,300,35,07/01/2023,06/30/2024
45C0001277,TEXAS ENDOSCOPY PLANO,6405 WEST PARKER #370,PLANO,TX,75093,,(214) 778-2570,98,2,0,99,91,7,2,94,89,10,1,95,90,9,1,96,,1012,221,22,07/01/2023,06/30/2024
45C0001298,NORTH HOUSTON ENDOSCOPY AND SURGERY,275 LANTERN BEND SUITE 400,HOUSTON,TX,77090,,(281) 440-5797,97,3,0,98,90,8,2,94,86,12,2,95,87,12,1,95,,787,150,19,07/01/2023,06/30/2024
45C0001301,BAYLOR SCOTT & WHITE SURGICARE GRAPEVINE,2040 WEST STATE HWY 114,GRAPEVINE,TX,76051,,(817) 410-4300,98,2,0,99,94,5,1,96,93,5,2,97,90,8,2,95,,1327,255,19,07/01/2023,06/30/2024
45C0001302,AMARILLO ENDOSCOPY CENTER,6833 PLUM CREEK DR,AMARILLO,TX,79124,,(806) 467-9820,97,3,0,99,88,9,3,93,87,12,1,95,88,11,1,95,,1102,266,24,07/01/2023,06/30/2024
45C0001307,TEXAS ORTHOPEDICS SURGERY CENTER,4700 SETON CENTER PARKWAY SUITE 100,AUSTIN,TX,78759,,(512) 608-4647,97,3,0,99,91,8,1,95,89,10,1,96,86,12,2,94,,1695,382,23,07/01/2023,06/30/2024
45C0001315,PARK CITIES SURGERY CENTER LLC DBA PARK CITIES SURGERY CENTER,6901 SNIDER PLAZA SUITE 300,UNIVERSITY PARK,TX,75205,,(214) 706-6901,96,3,1,98,91,6,3,94,90,9,1,96,87,13,0,96,,810,135,17,07/01/2023,06/30/2024
45C0001318,BAYLOR SCOTT AND WHITE SURGICARE CARROLLTON,4780 NORTH JOSEY LANE,CARROLLTON,TX,75010,,(972) 395-2210,97,3,0,99,91,7,2,94,90,7,3,95,86,10,4,94,,1105,231,21,07/01/2023,06/30/2024
45C0001338,SAN ANTONIO ENDOSCOPY CENTER,8550 DATAPOINT DR SUITE 100,SAN ANTONIO,TX,78229,,(210) 615-7232,99,1,0,99,92,7,1,96,95,4,1,97,93,6,1,97,,1205,308,26,07/01/2023,06/30/2024
45C0001344,MIDLAND TEXAS SURGICAL CENTER LLC,5609 DEAUVILLE BLVD,MIDLAND,TX,79706,,(432) 699-4224,98,2,0,99,92,7,1,96,93,6,1,96,92,6,2,96,,1167,247,21,07/01/2023,06/30/2024
45C0001345,GAB ENDOSCOPY CENTER LLC,621 CAMDEN STREET SUITE 102,SAN ANTONIO,TX,78215,,(210) 253-3430,96,4,0,98,89,8,3,93,84,14,2,95,81,17,2,93,,1240,249,20,07/01/2023,06/30/2024
45C0001351,THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,19226 STONE HUE SUITE 103,SAN ANTONIO,TX,78258,,(210) 268-0100,95,4,1,97,92,6,2,95,86,12,2,95,82,16,2,93,,1158,220,19,07/01/2023,06/30/2024
45C0001355,BAYLOR SCOTT & WHITE SURGICARE PLANO,1701 OHIO DR,PLANO,TX,75093,,(214) 291-3000,95,4,1,97,84,11,5,90,84,10,6,93,84,10,6,92,,1010,183,18,07/01/2023,06/30/2024
45C0001357,BAYLOR SCOTT AND WHITE SURGICARE FORT WORTH,750 12TH AVE,FORT WORTH,TX,76104,,(817) 334-5101,97,3,0,98,92,7,1,95,89,9,2,95,85,12,3,93,,1261,269,21,07/01/2023,06/30/2024
45C0001363,MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,1900 NORTH LOOP WEST SUITE #550,HOUSTON,TX,77018,,(713) 396-1300,96,3,1,98,90,8,2,94,81,14,5,92,78,16,6,90,,2147,255,12,07/01/2023,06/30/2024
45C0001364,ROCKWALL AMBULATORY SURGERY CENTER LLP,825 WEST YELLOWJACKET LN,ROCKWALL,TX,75087,,(972) 772-6166,98,2,0,99,92,7,1,96,89,9,2,95,87,11,2,95,,1128,193,17,07/01/2023,06/30/2024
45C0001369,MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,1631 NORTH LOOP WEST SUITE #300,HOUSTON,TX,77008,,(713) 396-1300,94,5,1,97,92,6,2,95,87,10,3,94,85,14,1,94,,1395,210,15,07/01/2023,06/30/2024
45C0001370,MEMORIAL HERMANN TEXAS INTERNATIONAL ENDOSCOPY CENTER DBA TEXAS INTERNATIONAL ENDOSCOPY CENTER,6620 MAIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 520-8432,97,3,0,98,93,5,2,95,89,9,2,95,88,11,1,95,,1302,254,20,07/01/2023,06/30/2024
45C0001374,EL PASO DAY SURGERY LLC,1300 MURCHISON,EL PASO,TX,79902,,(915) 373-4180,96,4,0,98,87,12,1,93,85,12,3,94,86,12,2,94,,1079,252,23,07/01/2023,06/30/2024
45C0001384,TUSCAN SURGERY CENTER AT LAS COLINAS,701 TUSCAN DR SUITE 100,IRVING,TX,75039,,(214) 442-1900,98,2,0,99,93,5,2,96,94,5,1,97,92,7,1,97,,1240,242,20,07/01/2023,06/30/2024
45C0001391,TEXAS ENDOSCOPY CENTERS LLC,8080 INDEPENDENCE PARKWAY SUITE 160,PLANO,TX,75025,,(972) 908-3010,97,3,0,99,90,8,2,94,89,9,2,95,84,13,3,93,,1464,270,18,07/01/2023,06/30/2024
45C0001393,NORTH GARLAND SURGERY CENTER LLP DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH GARLAND,7150 NORTH GEORGE BUSH HWY SUITE 101,GARLAND,TX,75044,,(214) 703-1800,98,1,1,99,94,5,1,96,92,6,2,96,90,6,4,95,,1279,267,21,07/01/2023,06/30/2024
45C0001396,CENTENNIAL ASC LLC,4401 COIT RD #100,FRISCO,TX,75035,,(469) 893-6573,96,3,1,98,90,8,2,94,84,12,4,93,80,16,4,91,,1596,254,16,07/01/2023,06/30/2024
45C0001406,MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,9200 PINECROFT DR SUITE 200,THE WOODLANDS,TX,77380,,(281) 297-9500,99,1,0,99,92,7,1,96,93,6,1,97,91,9,0,97,,983,161,16,07/01/2023,06/30/2024
45C0001412,CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,801 EAST WHITESTONE BLVD SUITE 100,CEDAR PARK,TX,78613,,(512) 528-2000,97,3,0,98,93,6,1,96,91,7,2,96,89,9,2,95,,1782,323,18,07/01/2023,06/30/2024
45C0001421,MEMORIAL HERMANN SURGERY CENTER RICHMOND LLC,1517 THOMPSON RD SUITE 100,RICHMOND,TX,77469,,(281) 344-5444,95,4,1,97,90,8,2,94,80,16,4,93,82,15,3,93,,2021,233,12,07/01/2023,06/30/2024
45C0001422,LONE STAR ENDOSCOPY-KELLER,180 BEAR CREEK PARKWAY,KELLER,TX,76248,,(817) 337-3671,98,2,0,99,94,5,1,96,96,3,1,97,93,7,0,98,,969,210,22,07/01/2023,06/30/2024
45C0001432,ADC ENDOSCOPY SPECIALISTS,1 CARE CIR,AMARILLO,TX,79124,,(806) 353-1769,,,,,,,,,,,,,,,,,4,,,,,
45C0001434,MEMORIAL HERMANN SURGERY CENTER BRAZORIA LLC,2760 BRAZOS PARKWAY,ANGLETON,TX,77515,,(979) 848-5910,98,2,0,99,92,7,1,96,86,12,2,94,86,10,4,93,,925,211,23,07/01/2023,06/30/2024
45C0001442,MEMORIAL HERMANN SURGERY CENTER KINGSLAND,21720 KINGSLAND BLVD SUITE 101,KATY,TX,77450,,(281) 579-5655,94,5,1,96,90,8,2,94,86,12,2,93,82,17,1,93,,1146,140,12,07/01/2023,06/30/2024
45C0001443,MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,7789 SOUTHWEST FREEWAY SUITE 200,HOUSTON,TX,77074,,(713) 343-3100,95,4,1,97,90,8,2,94,85,11,4,93,80,17,3,92,,1516,237,16,07/01/2023,06/30/2024
45C0001446,MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,6400 FANNIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 790-7710,95,4,1,97,89,9,2,94,88,9,3,94,85,13,2,94,,1689,244,14,07/01/2023,06/30/2024
45C0001447,MEMORIAL HERMANN SURGERY CENTER KATY,23920 KATY FREEWAY,KATY,TX,77494,,(281) 644-3200,96,4,0,98,92,7,1,95,89,9,2,94,84,12,4,93,,1506,226,15,07/01/2023,06/30/2024
45C0001449,MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,17510 WEST GRAND PARKWAY SOUTH SUITE 200,SUGAR LAND,TX,77479,,(281) 238-1600,98,2,0,99,94,5,1,96,86,11,3,94,87,11,2,95,,841,149,18,07/01/2023,06/30/2024
45C0001458,NORTHWEST SURGERY CENTER LLP,11111 RESEARCH BLVD SUITE 350,AUSTIN,TX,78759,,(512) 349-4010,98,2,0,99,93,6,1,96,88,11,1,95,84,14,2,94,,1489,302,20,07/01/2023,06/30/2024
45C0001465,EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,1620 N. MESA ST,EL PASO,TX,79902,,(915) 545-5300,95,4,1,97,88,10,2,93,85,12,3,93,81,16,3,92,,2206,454,21,07/01/2023,06/30/2024
45C0001471,BAYLOR SURGICARE AT GRANBURY LLC,1717 PALUXY RD.,GRANBURY,TX,76048,,(817) 579-8863,98,1,1,99,95,5,0,97,95,4,1,97,95,4,1,98,,840,285,34,07/01/2023,06/30/2024
45C0001477,GCSA AMBULATORY SURGERY CENTER LLC,855 PROTON RD.,SAN ANTONIO,TX,78258,,(210) 614-1234,96,4,0,98,91,8,1,95,87,10,3,95,82,16,2,93,,1449,298,21,07/01/2023,06/30/2024
45C0001481,HYDE PARK SURGERY CENTER,4611 GUADALUPE ST SUITE 100,AUSTIN,TX,78751,,(512) 420-2303,97,3,0,99,89,10,1,94,88,9,3,95,82,16,2,93,,1130,243,22,07/01/2023,06/30/2024
45C0001486,BAYLOR SCOTT & WHITE SURGICARE AT MANSFIELD,280 REGENCY PARKWAY,MANSFIELD,TX,76063,,(469) 387-2313,98,2,0,99,94,4,2,96,93,7,0,97,90,10,0,97,,979,158,16,07/01/2023,06/30/2024
45C0001509,MEDICAL PARK TOWER SURGERY CENTER,1301 WEST 38TH ST SUITE 109,AUSTIN,TX,78705,,(512) 354-3011,97,3,0,98,90,9,1,94,89,8,3,94,85,13,2,94,,831,189,23,07/01/2023,06/30/2024
45C0001513,MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,1120 BUSINESS CENTER DR SUITE 110,HOUSTON,TX,77043,,(713) 337-1111,94,5,1,96,90,8,2,94,83,11,6,92,76,18,6,89,,1620,294,18,07/01/2023,06/30/2024
45C0001522,WILLIAMSON SURGERY CENTER,"301 SETON PKWY, STE 200",ROUND ROCK,TX,78665,,(512) 861-4214,98,2,0,99,95,4,1,97,90,9,1,96,91,8,1,97,,1141,332,29,07/01/2023,06/30/2024
45C0001536,MEMORIAL HERMANN SURGERY CENTER KIRBY LLC,2459 SOUTH BRAESWOOD BLVD,HOUSTON,TX,77030,,(713) 529-8600,93,6,1,96,86,12,2,92,77,18,5,90,74,22,4,90,,1151,255,22,07/01/2023,06/30/2024
45C0001539,PARK TEN SURGERY CENTER,15775 PARK TEN PL,HOUSTON,TX,77084,,(281) 647-2309,,,,,,,,,,,,,,,,,4,,,,,
45C0001561,SURGCENTER OF PLANO,6101 WINDHAVEN PARKWAY SUITE 195,PLANO,TX,75093,,(469) 209-7054,96,4,0,98,91,7,2,95,86,12,2,94,85,14,1,95,,949,280,30,07/01/2023,06/30/2024
45C0001567,GASTROENTEROLOGY CONSULTANTS OF SAN ANTONIO STONE CREEK,12850 TOEPPERWEIN RD,LIVE OAK,TX,78233,,(210) 614-1234,96,4,0,98,93,6,1,96,92,6,2,96,89,9,2,95,,1600,356,22,07/01/2023,06/30/2024
45C0001570,LONE STAR ENDOSCOPY CENTER LLC,1001 SURREY LANE,FLOWER MOUND,TX,75022,,(214) 513-6300,98,2,0,99,91,7,2,94,94,5,1,97,89,10,1,96,,1274,287,23,07/01/2023,06/30/2024
45C0001582,BEAR CREEK SURGERY CENTER LLC,100 BOURLAND RD SUITE 110,KELLER,TX,76248,,(817) 518-9130,98,2,0,99,94,5,1,97,94,5,1,97,88,11,1,95,,981,255,26,07/01/2023,06/30/2024
45C0001597,NORTH PINES SURGERY CENTER LLC,4019 I 45 N SUITE 150,CONROE,TX,77304,,(936) 641-8181,99,1,0,100,95,4,1,97,95,4,1,97,92,7,1,97,,869,176,20,07/01/2023,06/30/2024
45C0001607,MEMORIAL HERMANN SURGERY CENTER PINECROFT,9305 PINECROFT DR SUITE 200,SPRING,TX,77380,,(832) 823-5156,98,2,0,99,94,5,1,97,92,8,0,97,91,8,1,96,,1530,302,20,07/01/2023,06/30/2024
45C0001621,AMBULATORY SURGERY CENTER AT LBJ,5550 KELLEY ST,HOUSTON,TX,77026,,(713) 556-9129,,,,,,,,,,,,,,,,,4,,,,,
45C0001637,EYE 35 ASC LLC,"17005 IH 35 NORTH, SUITE 2",SCHERTZ,TX,78154,,(210) 888-5200,,,,,,,,,,,,,,,,,4,,,,,
45C0001638,METHODIST CRAIG RANCH SURGERY CENTER,6045 ALMA RD SUITE 100,MCKINNEY,TX,75070,,(469) 907-1650,,,,,,,,,,,,,,,,,4,,,,,
45C0001640,TEXAS HEALTH HUGULEY SURGERY CENTER LLC,12001 SOUTH FREEWAY SUITE 101,BURLESON,TX,76028,,(817) 615-4400,,,,,,,,,,,,,,,,,4,,,,,
45C0001646,LONE STAR ENDOSCOPY CENTER SOUTHLAKE,515 SOUTH NOLEN DR,SOUTHLAKE,TX,76092,,(817) 912-1999,97,3,0,98,90,8,2,94,94,5,1,97,94,5,1,97,,1322,325,25,07/01/2023,06/30/2024
45C0001656,BAYLOR SURGICARE AT BAYLOR PLANO LLC DBA BAYLOR SCOTT AND WHITE SURGICARE AT PLANO ALLIANCE,4825 ALLIANCE BLVD SUTE 300,PLANO,TX,75093,,(469) 367-0700,97,2,1,98,91,7,2,94,88,10,2,94,86,11,3,94,,1065,211,20,07/01/2023,06/30/2024
45C0001657,BAYLOR SCOTT AND WHITE SPORTS SURGERY CENTER AT THE STAR,3800 GAYLORD PARKWAY SUITE 410,FRISCO,TX,75034,,(972) 668-5911,99,1,0,100,94,5,1,96,97,3,0,98,96,3,1,98,,992,174,18,07/01/2023,06/30/2024
45C0001668,OAK POINT SURGICAL SUITES LLC,2201 K AVE SUITE B100,PLANO,TX,75074,,(469) 409-1091,,,,,,,,,,,,,,,,,4,,,,,
45C0001678,HILL COUNTRY SURGERY CENTER LLC DBA SURGERY CENTER BOERNE,112 HERFF RD SUITE 200,BOERNE,TX,78006,,(830) 331-7700,98,2,0,99,92,7,1,95,92,7,1,97,92,6,2,97,,1145,295,26,07/01/2023,06/30/2024
45C0001687,SPICEWOOD SURGERY CENTER,13617 CALDWELL DR SUITE 200,AUSTIN,TX,78750,,(512) 637-5563,,,,,,,,,,,,,,,,,4,,,,,
45C0001695,SURGCENTER OF GREATER DALLAS,11411 EAST NORTHWEST HWY SUITE 220,DALLAS,TX,75218,,(469) 214-4344,97,2,1,98,90,9,1,94,82,15,3,93,74,21,5,90,,727,118,16,07/01/2023,06/30/2024
45C0001699,PRECISION AMBULATORY SURGERY CENTER,9439 NORTH BEACH STREET,FORT WORTH,TX,76244,,(817) 853-3700,,,,,,,,,,,,,,,,,4,,,,,
45C0001723,ORBIS SURGERY CENTER LLC,1050 GEMINI STREET SUITE 101,HOUSTON,TX,77058,,(281) 560-3200,,,,,,,,,,,,,,,,,4,,,,,
45C0001730,BAYLOR SCOTT AND WHITE SURGICARE WAXAHACHIE LLC,1434 WEST US HIGHWAY 287 BYPASS SUITE 100,WAXAHACHIE,TX,75165,,(469) 940-4030,98,2,0,99,93,6,1,96,92,7,1,96,91,8,1,96,,2054,409,20,07/01/2023,06/30/2024
45C0451241,SHERMAN ENDOSCOPY CENTER LLC,1615 NORTH HIGHWAY 75,SHERMAN,TX,75090,,(903) 437-6260,98,2,0,99,96,3,1,97,94,5,1,98,95,4,1,98,,1753,450,26,07/01/2023,06/30/2024
46C0001003,AVENUES SURGICAL CENTER,359 EAST 8TH AVE,SALT LAKE CITY,UT,84103,,(801) 792-2815,,,,,,,,,,,,,,,,,4,,,,,
46C0001004,MCKAY DEE SURGICAL CENTER LLC,"3903 HARRISON BLVD., STE. 100",OGDEN,UT,84403,,(801) 387-3600,,,,,,,,,,,,,,,,,4,,,,,
49C0001009,CENTRAL VIRGINIA SURGI-CENTER LP DBA SURGI-CENTER OF CENTRAL VIRGINIA,1500 DIXON ST SUITE 101,FREDERICKSBURG,VA,22401,,(540) 371-5349,97,3,0,98,90,8,2,94,88,10,2,95,86,12,2,94,,1128,352,31,07/01/2023,06/30/2024
49C0001012,VIRGINIA BEACH AMBULATORY SURGERY CENTER,1700 WILL O WISP DR,VIRGINIA BEACH,VA,23454,,(757) 496-6400,97,3,0,98,91,7,2,95,87,10,3,94,88,10,2,95,,571,177,31,07/01/2023,06/30/2024
49C0001017,KAISER FOUNDATION HEALTH PLAN OF THE MID ATLANTIC STAT,8008 WESTPARK DR,MC LEAN,VA,22102,,(703) 490-8400,97,3,0,99,94,5,1,97,90,8,2,95,87,11,2,94,,2500,798,32,07/01/2023,06/30/2024
49C0001029,MONTICELLO COMMUNITY SURGERY CENTER LLC,"2331 SEMINOLE LANE, STE. 201",CHARLOTTESVILLE,VA,22901,,(434) 971-3422,98,2,0,99,96,4,0,98,92,5,3,96,91,7,2,96,,1537,585,38,07/01/2023,06/30/2024
49C0001030,ROANOKE AMBULATORY SURGERY CENTER LLC,1102 SOUTH JEFFERSON ST,ROANOKE,VA,24016,,(540) 342-0707,,,,,,,,,,,,,,,,,4,,,,,
49C0001034,MARY IMMACULATE AMBULATORY SURGERY CENTER LLC,12720 MCMANUS BLVD SUITE 103,NEWPORT NEWS,VA,23602,,(757) 369-7000,97,3,0,98,95,4,1,97,86,12,2,94,84,14,2,94,,773,193,25,07/01/2023,06/30/2024
49C0001035,CARILION SURGERY CENTER NEW RIVER VALLEY LLC,2901 LAMB CIR,CHRISTIANSBURG,VA,24073,,(540) 260-9500,,,,,,,,,,,,,,,,,4,,,,,
49C0001039,PRINCE WILLIAM AMBULATORY SURGERY CENTER,8644 SUDLEY RD,MANASSAS,VA,20110,,(703) 369-8525,99,1,0,99,93,6,1,96,90,9,1,95,86,14,0,95,,1201,387,32,07/01/2023,06/30/2024
49C0001044,ST. MARY'S AMBULATORY SURGERY CENTER,1501 MAPLE AVE SUITE 300,RICHMOND,VA,23226,,(804) 287-7881,98,2,0,99,93,6,1,96,93,6,1,97,90,8,2,96,,907,257,28,07/01/2023,06/30/2024
49C0001047,BON SECOURS SURGERY CENTER AT VIRGINIA BEACH LLC,828 HEALTHY WAY SUITE 115,VIRGINIA BEACH,VA,23462,,(757) 495-8070,99,1,0,99,92,7,1,96,94,5,1,97,92,7,1,97,,873,247,28,07/01/2023,06/30/2024
